Date,Station Name,Type,Latitude,Longitude,System,Private Partner,Public Partner,Borough,Census Tract,Phase,Data Collected,Average Radius of Connection (ft),year
2016-07-19,116-12 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.715758,-73.833513,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4076902,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2017-06-02,107-40 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.72152582,-73.84488371,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4071100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2016-11-04,101-10 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.72624127,-73.85251864,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4071305,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2017-02-24,107-02 71 AVENUE,Outdoor Wifi Kiosk,40.72024516,-73.8446443,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4073700,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-02-24,106-20 71 AVENUE,Outdoor Wifi Kiosk,40.720017,-73.844787,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4073700,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-02-24,70-25 YELLOWSTONE BOULEVARD,Outdoor Wifi Kiosk,40.72249917,-73.85077696,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4071100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2023-12-10,108-29 ASCAN AVENUE,Outdoor Wifi Kiosk,40.7182364,-73.8407478,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-737,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2023-01-11,96-05 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.7323496,-73.86181,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-717.01,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2016-11-04,101-20 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.726082,-73.852197,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4071305,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2023-02-22,96-70 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.7292088,-73.8605662,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-693,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2017-03-03,110-72 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.718953,-73.838976,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4076901,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-03-03,118-10 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.714861,-73.832341,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4076902,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-03-03,98-108 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.727095,-73.854789,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4071306,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-03-03,97-14 66 AVENUE,Outdoor Wifi Kiosk,40.72748901,-73.85607116,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4071306,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-03-10,112-04 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.71796031,-73.83680527,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4076901,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-03-10,113-14 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.71721235,-73.83549622,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4076901,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-19,108-36 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.72067138,-73.84284541,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4073700,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-19,100-26 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.726495,-73.853138,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4071306,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-19,99-40 67 AVENUE,Outdoor Wifi Kiosk,40.726695,-73.853929,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4071306,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-09-29,107-15 70 ROAD,Outdoor Wifi Kiosk,40.72117684,-73.84560657,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4071100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-09-29,107-09 70 ROAD,Outdoor Wifi Kiosk,40.72073474,-73.84588685,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4071100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2023-04-13,92-24 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.7323913,-73.8681978,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,null,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2025-04-28,69-23 JUNO STREET,Outdoor Wifi Kiosk,40.7151371,-73.852146,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-729,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2025
2022-10-12,4228 MAIN STREET,Outdoor Wifi Kiosk,40.7542327,-73.8280549,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-853,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2024-03-07,124-15 31 AVENUE,Outdoor Wifi Kiosk,40.7694409,-73.8423018,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-907,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2022-10-21,149-06 NORTHERN BOULEVARD,Outdoor Wifi Kiosk,40.7651077,-73.8171292,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-1157,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-06-30,138-02 NORTHERN BOULEVARD,Outdoor Wifi Kiosk,40.7638316,-73.8279192,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4086500,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-09-23,141-40 NORTHERN BOULEVARD,Outdoor Wifi Kiosk,40.764482,-73.8240179,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-865,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-09-16,144-76 NORTHERN BOULEVARD,Outdoor Wifi Kiosk,40.7649062,-73.8204772,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-1163,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2024-02-25,29-14 122 STREET,Outdoor Wifi Kiosk,40.7713869,-73.8467208,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-907,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-03-04,30-19 122 STREET,Outdoor Wifi Kiosk,40.7696857,-73.8464649,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-907,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-03-08,3170 COLLEGE POINT BOULEVARD,Outdoor Wifi Kiosk,40.771118,-73.8437685,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-907,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2023-02-06,139-01 QUEENS BOULEVARD,Outdoor Wifi Kiosk,40.7063056,-73.8164285,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,214,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2017-06-02,104-13 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.6952564,-73.84283995,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4002600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-05,124-05 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.70092643,-73.82620488,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4014201,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-19,102-01 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.695225,-73.845226,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4002600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-19,78-14 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69190229,-73.86326155,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4000400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-05,123-23 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.70086445,-73.82655102,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4014201,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2016-11-04,80-02 KEW GARDENS ROAD,Outdoor Wifi Kiosk,40.713983,-73.830838,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4077300,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2022-12-07,123-32 82 AVENUE,Outdoor Wifi Kiosk,40.7126534,-73.8277241,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-216,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2017-05-11,86-43 LEFFERTS BOULEVARD,Outdoor Wifi Kiosk,40.70015865,-73.8309137,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4014400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-19,112-01 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69756287,-73.8362804,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4013000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-11,87-10 LEFFERTS BOULEVARD,Outdoor Wifi Kiosk,40.69984112,-73.83093211,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4012200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-06-02,94-02 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69396285,-73.85118474,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4002000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-19,101-21 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.695205,-73.845595,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4002400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-19,102-61 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.695248,-73.84311,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4002600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-19,107-23 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.6956028,-73.83960659,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4012800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-06-23,86-33 FOREST PARKWAY,Outdoor Wifi Kiosk,40.69245106,-73.86085811,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4001200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-19,85-02 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.692466,-73.858948,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4001000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-06-23,80-10 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69210611,-73.86199361,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4001000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-06-02,74-39 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69145,-73.866734,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4000200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-11,118-18 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69988783,-73.8311312,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4012200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2016-07-19,80-55 KEW GARDENS ROAD,Outdoor Wifi Kiosk,40.71316697,-73.82980897,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4021600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2017-05-11,115-09 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69889972,-73.83383439,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4013200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-10-13,86-15 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.692672,-73.857547,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4001200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-05-11,118-04 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69975447,-73.83160899,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4012200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2018-05-18,87-06 126 STREET,Outdoor Wifi Kiosk,40.70104,-73.824719,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4014201,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2018
2017-08-18,97-20 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69469686,-73.8478444,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4003000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-03-10,82-37 KEW GARDENS ROAD,Outdoor Wifi Kiosk,40.711072,-73.82816,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4021600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-14,86-56 111 STREET,Outdoor Wifi Kiosk,40.697047,-73.837293,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4012800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-14,108-25 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69591252,-73.83880988,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4012800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-14,106-15 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69541981,-73.84055056,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4002600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-14,105-24 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69522138,-73.84118746,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4012602,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-14,98-31 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69504845,-73.84665595,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4002400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-14,96-01 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69467595,-73.84858743,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4002200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-14,94-20 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69414034,-73.85056916,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4002000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-14,76-23 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69173379,-73.86501478,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4000200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-21,110-02 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69633127,-73.83784205,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4012601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-21,112-25 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69790215,-73.83565709,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4013000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-07-21,87-02 114 STREET,Outdoor Wifi Kiosk,40.69809542,-73.83484675,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4012400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-08-18,87-26 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.69260724,-73.8564538,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4001600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-08-18,123-08 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.70063483,-73.82709687,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4014201,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-10-13,119-01 METROPOLITAN AVENUE,Outdoor Wifi Kiosk,40.70615073,-73.83157897,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4013600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-10-13,91-03 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.693166,-73.853678,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4001400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-10-13,82-02 LEFFERTS BOULEVARD,Outdoor Wifi Kiosk,40.70753055,-73.83136082,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4077500,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-10-13,86-56 WOODHAVEN BOULEVARD,Outdoor Wifi Kiosk,40.69373978,-73.85255707,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4001400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2024-09-24,105-40 ROCKAWAY BOULEVARD,Outdoor Wifi Kiosk,40.6784155,-73.833121,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4086400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-03-11,133-40 131 STREET,Outdoor Wifi Kiosk,40.6682571,-73.8079134,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-818,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-09-09,120-08 131ST STREET,Outdoor Wifi Kiosk,40.674678,-73.8075039,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,818,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-09-25,118-09 SUTTER AVENUE,Outdoor Wifi Kiosk,40.6743171,-73.8201624,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4084000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-09-17,117-2 130TH STREET,Outdoor Wifi Kiosk,40.6758706,-73.809068,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4017800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-10-10,129-15 150 AVENUE,Outdoor Wifi Kiosk,40.66522,-73.8118342,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,BK-846.02,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2025-02-04,133-38 135TH AVENUE,Outdoor Wifi Kiosk,40.6676197,-73.8071848,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-818,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2025
2022-07-18,112-55 FARMERS BOULEVARD,Outdoor Wifi Kiosk,40.6999823,-73.763267,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4052400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-06-16,139-04 HILLSIDE AVENUE,Outdoor Wifi Kiosk,40.7042216,-73.8142522,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4021400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2023-02-08,146-64 LIBERTY AVENUE,Outdoor Wifi Kiosk,40.6959629,-73.8045508,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4020800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2022-06-15,187-2 HILLSIDE AVENUE,Outdoor Wifi Kiosk,40.7145203,-73.7751334,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4048000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-12-04,109-14 MERRICK BOULEVARD,Outdoor Wifi Kiosk,40.6968902,-73.7842625,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4025800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-11-06,111-18 MERRICK BOULEVARD,Outdoor Wifi Kiosk,40.6940548,-73.7809523,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4026400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-06-15,129-21 MERRICK BOULEVARD,Outdoor Wifi Kiosk,40.6806786,-73.7633582,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4036600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-06-15,197-48 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.7133328,-73.7613347,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4050000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-06-15,204-01 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.7136082,-73.7559382,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4048400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-09-22,113-50 FARMERS BOULEVARD,Outdoor Wifi Kiosk,40.698178,-73.7624764,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4052600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-11-29,115-01 FARMERS BOULEVARD,Outdoor Wifi Kiosk,40.6959752,-73.7612345,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4052600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-05,125-21 MERRICK BOULEVARD,Outdoor Wifi Kiosk,40.6821457,-73.7663874,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4033401,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-12-08,110-30 FARMERS BOULEVARD,Outdoor Wifi Kiosk,40.7023712,-73.7663008,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4040200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-07-10,188-01 LINDEN BOULEVARD,Outdoor Wifi Kiosk,40.6920499,-73.7640145,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4039800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-09-07,204-03 LINDEN BOULEVARD,Outdoor Wifi Kiosk,40.6955453,-73.7485326,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4053200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2023-02-19,198-01 HOLLIS AVENUE,Outdoor Wifi Kiosk,40.7064807,-73.7595318,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4050600,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2022-08-28,201-08 HOLLIS AVENUE,Outdoor Wifi Kiosk,40.706075,-73.7563366,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4050800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-11-29,108-44 SUTPHIN BOULEVARD,Outdoor Wifi Kiosk,40.691834,-73.7985019,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4025400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2024-10-15,142-10 LINDEN BOULEVARD,Outdoor Wifi Kiosk,40.6840697,-73.8015083,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4019200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2022-10-30,152-21 ROCKAWAY BOULEVARD,Outdoor Wifi Kiosk,40.6716896,-73.7845002,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4078800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-27,142-82 ROCKAWAY BOULEVARD,Outdoor Wifi Kiosk,40.6733107,-73.7957959,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4079000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-11-17,94-20 SUTPHIN BOULEVARD,Outdoor Wifi Kiosk,40.698501,-73.806622,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4020800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-06-13,146-02 91 AVENUE,Outdoor Wifi Kiosk,40.7009333,-73.8087829,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4021200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2023-03-28,89-11 MERRICK BOULEVARD,Outdoor Wifi Kiosk,40.70794546712573,-73.795265891,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4046000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2022-12-13,116-52 FARMERS BOULEVARD,Outdoor Wifi Kiosk,40.6920908,-73.7625217,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4052800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-02,163-02 HILLSIDE AVENUE,Outdoor Wifi Kiosk,40.7086482,-73.7991165,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4044602,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-24,204-02 HILLSIDE AVENUE,Outdoor Wifi Kiosk,40.7202061,-73.7609725,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4047800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2023-02-23,147-14 HILLSIDE AVENUE,Outdoor Wifi Kiosk,40.7058192,-73.809058,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4023800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2023-02-05,170-05 LINDEN BOULEVARD,Outdoor Wifi Kiosk,40.691655,-73.7794748,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4043200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2016-08-26,163-08 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.70468655,-73.79662039,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4044601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-08-17,160-05 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.70389528,-73.79901751,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4044601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-08-17,166-02 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.70584719,-73.79365361,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4044400,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2022-08-24,117-04 GUY R BREWER BLVD,Outdoor Wifi Kiosk,40.6841092,-73.7830247,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4028800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
